customer_id,age,gender,income,city,location,education,banking_type,transactions_per_month,internet_usage_score,credit_score,satisfaction_score,age_group,income_level
80.0,46.0,F,48370.0,Jaipur,Urban,Non-Graduate,Online,19.0,5.0,894.0,2.0,36-50,Low
81.0,35.0,F,39750.0,Chennai,Rural,Non-Graduate,Online,50.0,9.0,833.0,5.0,26-35,Low
82.0,43.0,female,126020.0,Mumbai,Urban,Post-Graduate,Online,55.0,1.0,377.0,4.0,36-50,High
83.0,61.0,Female,132635.0,Jaipur,Urban,Non-Graduate,Online,46.0,2.0,733.0,0.0,51-65,High
84.0,51.0,Female,137634.0,Surat,Rural,Non-Graduate,Online,14.0,1.0,650.0,0.0,51-65,High
85.0,27.0,Male,36472.0,Ahmedabad,Rural,Non-Graduate,Online,10.0,5.0,411.0,1.0,26-35,Low
86.0,53.0,male,132545.0,Chennai,Rural,Non-Graduate,Online,3.0,5.0,683.0,9.0,51-65,High
87.0,31.0,F,38934.0,Ahmedabad,Urban,Non-Graduate,Online,55.0,1.0,353.0,3.0,26-35,Low
88.0,48.0,F,63774.0,Hyderabad,Urban,Non-Graduate,Offline,34.0,15.0,352.0,9.0,36-50,Medium
89.0,65.0,Female,108057.0,Chennai,Rural,Graduate,Online,51.0,1.0,544.0,1.0,51-65,High
90.0,32.0,Female,59125.0,Chennai,Urban,Non-Graduate,Online,28.0,8.0,837.0,7.0,26-35,Low
91.0,25.0,Female,86981.0,Lucknow,Rural,Non-Graduate,Online,19.0,8.0,619.0,0.0,18-25,Medium
92.0,31.0,male,106541.0,Surat,Rural,Non-Graduate,Online,39.0,1.0,834.0,9.0,26-35,Medium
93.0,40.0,Female,59103.0,Patna,Rural,Graduate,Online,26.0,5.0,878.0,2.0,36-50,Low
94.0,57.0,M,103750.0,Hyderabad,Urban,Non-Graduate,Online,4.0,5.0,422.0,3.0,51-65,Medium
95.0,38.0,M,80085.0,Surat,Urban,Post-Graduate,Online,12.0,7.0,812.0,5.0,36-50,Medium
96.0,33.0,female,108705.0,Jaipur,Urban,Graduate,Online,26.0,4.0,327.0,2.0,26-35,High
97.0,62.0,M,76543.0,Bangalore,Rural,Non-Graduate,Online,7.0,1.0,760.0,7.0,51-65,Medium
98.0,35.0,M,36938.0,Lucknow,Urban,Non-Graduate,Online,3.0,4.0,538.0,8.0,26-35,Low
99.0,64.0,male,97492.0,Nagpur,Rural,Non-Graduate,Online,26.0,8.0,673.0,6.0,51-65,Medium
100.0,43.0,F,71586.0,Delhi,Rural,Graduate,Online,57.0,15.0,406.0,1.0,36-50,Medium
101.0,41.0,M,78024.0,Delhi,Rural,Non-Graduate,Online,2.0,2.0,889.0,5.0,36-50,Medium
102.0,43.0,female,59687.0,Jaipur,Urban,Non-Graduate,Online,12.0,9.0,337.0,1.0,36-50,Low
103.0,42.0,Female,91129.0,Hyderabad,Rural,Non-Graduate,Online,59.0,7.0,813.0,3.0,36-50,Medium
104.0,62.0,M,46207.0,Ahmedabad,Rural,Graduate,Online,-10.0,5.0,625.0,1.0,51-65,Low
105.0,58.0,female,69354.0,Delhi,Rural,Non-Graduate,Online,32.0,8.0,701.0,2.0,51-65,Medium
106.0,46.0,male,125457.0,Kolkata,Rural,Non-Graduate,Online,51.0,15.0,631.0,5.0,36-50,High
107.0,32.0,Female,57310.0,Chennai,Urban,Non-Graduate,Online,29.0,15.0,374.0,1.0,26-35,Low
108.0,62.0,Female,68960.0,Chennai,Rural,Post-Graduate,Online,38.0,7.0,756.0,7.0,51-65,Medium
109.0,18.0,Female,81262.0,Surat,Urban,Graduate,Online,11.0,15.0,455.0,7.0,,Medium
110.0,42.0,Female,117155.0,Bhopal,Urban,Graduate,Online,32.0,9.0,853.0,4.0,36-50,High
111.0,24.0,female,146019.0,Chennai,Urban,Non-Graduate,Online,29.0,5.0,575.0,2.0,18-25,High
112.0,26.0,M,33403.0,Patna,Rural,Non-Graduate,Offline,45.0,15.0,367.0,4.0,26-35,Low
113.0,41.0,F,33065.0,Nagpur,Urban,Non-Graduate,Online,15.0,6.0,345.0,4.0,36-50,Low
114.0,18.0,Female,109930.0,Surat,Urban,Non-Graduate,Online,54.0,9.0,605.0,9.0,,High
115.0,61.0,Female,46801.0,Pune,Urban,Non-Graduate,Offline,6.0,15.0,786.0,9.0,51-65,Low
116.0,25.0,Female,128182.0,Indore,Urban,Non-Graduate,Online,26.0,1.0,794.0,5.0,18-25,High
117.0,41.0,F,119132.0,Jaipur,Urban,Graduate,Online,8.0,3.0,558.0,7.0,36-50,High
118.0,28.0,Female,49230.0,Bhopal,Urban,Non-Graduate,Offline,8.0,1.0,815.0,7.0,26-35,Low
119.0,68.0,Female,92706.0,Chennai,Urban,Post-Graduate,Online,38.0,4.0,454.0,3.0,65+,Medium
120.0,34.0,M,103942.0,Bangalore,Rural,Post-Graduate,Offline,8.0,7.0,336.0,9.0,26-35,Medium
121.0,25.0,Female,110214.0,Mumbai,Urban,Post-Graduate,Online,17.0,1.0,834.0,3.0,18-25,High
122.0,52.0,Female,49968.0,Nagpur,Rural,Non-Graduate,Online,39.0,3.0,454.0,0.0,51-65,Low
123.0,52.0,Female,62517.0,Nagpur,Urban,Post-Graduate,Online,19.0,4.0,813.0,7.0,51-65,Low
124.0,50.0,Female,138899.0,Ahmedabad,Rural,Non-Graduate,Online,-10.0,3.0,565.0,7.0,36-50,High
125.0,22.0,M,139642.0,Indore,Urban,Graduate,Online,3.0,9.0,645.0,9.0,18-25,High
126.0,59.0,F,73239.0,Mumbai,Rural,Graduate,Online,41.0,15.0,838.0,0.0,51-65,Medium
127.0,56.0,Male,52655.0,Lucknow,Rural,Post-Graduate,Online,49.0,6.0,800.0,7.0,51-65,Low
128.0,58.0,F,112623.0,Indore,Rural,Non-Graduate,Online,9.0,5.0,592.0,5.0,51-65,High
129.0,45.0,M,142983.0,Kolkata,Rural,Post-Graduate,Offline,53.0,6.0,584.0,5.0,36-50,High
130.0,24.0,male,149282.0,Chennai,Urban,Non-Graduate,Offline,46.0,9.0,504.0,0.0,18-25,High
131.0,26.0,Female,82771.0,Bhopal,Rural,Non-Graduate,Online,57.0,8.0,435.0,2.0,26-35,Medium
132.0,25.0,F,146318.0,Hyderabad,Rural,Non-Graduate,Online,33.0,6.0,615.0,5.0,18-25,High
133.0,29.0,male,65984.0,Bhopal,Urban,Non-Graduate,Online,32.0,8.0,427.0,1.0,26-35,Medium
134.0,51.0,male,31049.0,Bangalore,Urban,Non-Graduate,Offline,32.0,9.0,648.0,6.0,51-65,Low
135.0,50.0,M,92321.0,Unknown,Rural,Non-Graduate,Online,6.0,15.0,748.0,9.0,36-50,Medium
136.0,65.0,M,127302.0,Bhopal,Rural,Post-Graduate,Online,49.0,4.0,836.0,3.0,51-65,High
137.0,93.5,Female,141854.0,Patna,Urban,Graduate,Online,49.0,5.0,528.0,1.0,65+,High
138.0,40.0,Male,84813.0,Chennai,Urban,Non-Graduate,Online,53.0,6.0,652.0,1.0,36-50,Medium
139.0,41.0,female,24655.0,Pune,Urban,Non-Graduate,Online,59.0,7.0,314.0,9.0,36-50,Low
140.0,54.0,Female,103994.0,Chennai,Urban,Non-Graduate,Offline,29.0,5.0,482.0,9.0,51-65,Medium
141.0,52.0,F,149531.0,Lucknow,Urban,Non-Graduate,Offline,37.0,5.0,435.0,6.0,51-65,High
142.0,61.0,M,110638.0,Lucknow,Rural,Graduate,Online,17.0,5.0,554.0,3.0,51-65,High
143.0,57.0,F,92454.0,Chennai,Urban,Non-Graduate,Online,50.0,5.0,603.0,9.0,51-65,Medium
144.0,39.0,female,88972.0,Pune,Rural,Non-Graduate,Online,19.0,5.0,748.0,5.0,36-50,Medium
145.0,44.0,female,41432.0,Unknown,Urban,Non-Graduate,Online,31.0,15.0,759.0,8.0,36-50,Low
146.0,52.0,Female,110409.0,Chennai,Urban,Non-Graduate,Online,19.0,7.0,760.0,4.0,51-65,High
147.0,18.0,male,123176.0,Lucknow,Rural,Non-Graduate,Offline,23.0,5.0,673.0,1.0,,High
148.0,52.0,Female,85896.0,Delhi,Urban,Graduate,Online,50.0,5.0,705.0,0.0,51-65,Medium
149.0,54.0,Female,130213.0,Bhopal,Urban,Graduate,Online,47.0,3.0,740.0,2.0,51-65,High
150.0,64.0,Male,90135.0,Lucknow,Urban,Non-Graduate,Offline,35.0,5.0,532.0,8.0,51-65,Medium
151.0,31.0,F,62936.0,Jaipur,Urban,Post-Graduate,Online,14.0,8.0,824.0,0.0,26-35,Low
152.0,20.0,Female,125035.0,Chennai,Urban,Non-Graduate,Online,1.0,5.0,609.0,4.0,18-25,High
153.0,18.0,Male,120381.0,Kolkata,Urban,Non-Graduate,Online,49.0,4.0,404.0,0.0,,High
154.0,22.0,F,33750.0,Jaipur,Rural,Post-Graduate,Online,33.0,4.0,602.0,1.0,18-25,Low
155.0,43.0,Female,47987.0,Chennai,Urban,Non-Graduate,Online,49.0,6.0,625.0,5.0,36-50,Low
156.0,93.5,M,136861.0,Lucknow,Rural,Non-Graduate,Online,36.0,8.0,627.0,4.0,65+,High
157.0,31.0,F,122995.0,Kolkata,Rural,Non-Graduate,Online,1.0,9.0,387.0,5.0,26-35,High
158.0,56.0,Female,46165.0,Unknown,Urban,Non-Graduate,Online,20.0,1.0,811.0,5.0,51-65,Low
159.0,44.0,female,70541.0,Indore,Urban,Post-Graduate,Online,22.0,2.0,593.0,3.0,36-50,Medium
160.0,26.0,Male,44346.0,Mumbai,Rural,Non-Graduate,Offline,35.0,5.0,665.0,4.0,26-35,Low
161.0,32.0,Female,140659.0,Ahmedabad,Urban,Non-Graduate,Online,3.0,6.0,577.0,8.0,26-35,High
162.0,32.0,M,23514.0,Chennai,Rural,Non-Graduate,Offline,12.0,15.0,386.0,6.0,26-35,Low
163.0,43.0,Female,44838.0,Kolkata,Urban,Graduate,Offline,43.0,7.0,300.0,5.0,36-50,Low
164.0,59.0,F,47559.0,Hyderabad,Rural,Non-Graduate,Offline,37.0,15.0,513.0,0.0,51-65,Low
165.0,30.0,F,121223.0,Chennai,Urban,Graduate,Online,58.0,5.0,490.0,5.0,26-35,High
166.0,68.0,F,117501.0,Lucknow,Urban,Non-Graduate,Online,13.0,5.0,419.0,4.0,65+,High
167.0,49.0,M,79207.0,Nagpur,Urban,Non-Graduate,Online,12.0,5.0,494.0,5.0,36-50,Medium
168.0,56.0,Male,36385.0,Patna,Urban,Non-Graduate,Online,2.0,6.0,488.0,2.0,51-65,Low
169.0,66.0,F,38317.0,Pune,Urban,Non-Graduate,Online,20.0,6.0,683.0,1.0,65+,Low
170.0,69.0,Male,20393.0,Patna,Urban,Non-Graduate,Online,1.0,4.0,872.0,0.0,65+,Low
171.0,49.0,Female,44881.0,Kolkata,Rural,Non-Graduate,Offline,58.0,5.0,847.0,4.0,36-50,Low
172.0,21.0,female,131761.0,Chennai,Rural,Non-Graduate,Online,29.0,7.0,868.0,2.0,18-25,High
173.0,47.0,female,118833.0,Hyderabad,Rural,Non-Graduate,Online,41.0,9.0,787.0,9.0,36-50,High
174.0,54.0,Male,139311.0,Kolkata,Rural,Non-Graduate,Offline,35.0,2.0,571.0,2.0,51-65,High
175.0,40.0,Male,47955.0,Chennai,Urban,Post-Graduate,Online,24.0,8.0,440.0,2.0,36-50,Low
176.0,56.0,female,78308.0,Delhi,Rural,Non-Graduate,Online,52.0,5.0,577.0,6.0,51-65,Medium
177.0,62.0,F,130515.0,Surat,Rural,Post-Graduate,Online,38.0,5.0,702.0,6.0,51-65,High
178.0,32.0,male,78014.0,Surat,Rural,Post-Graduate,Offline,26.0,6.0,701.0,4.0,26-35,Medium
179.0,60.0,male,138756.0,Pune,Urban,Non-Graduate,Online,11.0,3.0,811.0,3.0,51-65,High
180.0,46.0,M,142195.0,Chennai,Rural,Non-Graduate,Offline,52.0,2.0,347.0,4.0,36-50,High
181.0,53.0,Female,85430.0,Kolkata,Rural,Graduate,Online,52.0,5.0,838.0,5.0,51-65,Medium
182.0,30.0,female,92031.0,Kolkata,Rural,Non-Graduate,Online,43.0,5.0,792.0,8.0,26-35,Medium
183.0,49.0,female,125257.0,Delhi,Rural,Graduate,Online,15.0,6.0,439.0,2.0,36-50,High
184.0,24.0,M,149232.0,Hyderabad,Urban,Non-Graduate,Online,6.0,6.0,536.0,5.0,18-25,High
185.0,68.0,male,106973.0,Patna,Urban,Graduate,Online,40.0,5.0,759.0,6.0,65+,High
186.0,39.0,Female,79596.0,Lucknow,Rural,Graduate,Offline,9.0,4.0,385.0,7.0,36-50,Medium
187.0,45.0,F,137360.0,Jaipur,Urban,Graduate,Online,50.0,9.0,692.0,3.0,36-50,High
188.0,19.0,F,21713.0,Nagpur,Urban,Non-Graduate,Online,6.0,2.0,792.0,5.0,18-25,Low
189.0,59.0,Female,40428.0,Bhopal,Urban,Non-Graduate,Online,17.0,4.0,542.0,2.0,51-65,Low
190.0,62.0,Female,82160.0,Lucknow,Urban,Post-Graduate,Online,23.0,1.0,579.0,3.0,51-65,Medium
191.0,43.0,male,86171.0,Ahmedabad,Urban,Graduate,Online,58.0,5.0,494.0,2.0,36-50,Medium
192.0,23.0,M,139822.0,Kolkata,Urban,Non-Graduate,Online,31.0,4.0,539.0,5.0,18-25,High
193.0,45.0,Female,100729.0,Indore,Rural,Non-Graduate,Offline,16.0,8.0,1000.0,0.0,36-50,Medium
194.0,45.0,M,80843.0,Chennai,Rural,Post-Graduate,Offline,51.0,5.0,793.0,1.0,36-50,Medium
195.0,61.0,Female,43003.0,Patna,Rural,Graduate,Offline,57.0,3.0,601.0,8.0,51-65,Low
196.0,61.0,Male,100169.0,Hyderabad,Rural,Post-Graduate,Online,22.0,3.0,581.0,3.0,51-65,Medium
197.0,37.0,F,114764.0,Chennai,Urban,Graduate,Online,16.0,6.0,531.0,7.0,36-50,High
198.0,47.0,male,62077.0,Patna,Rural,Graduate,Online,45.0,2.0,729.0,3.0,36-50,Low
199.0,28.0,F,46730.0,Mumbai,Urban,Post-Graduate,Online,-10.0,4.0,782.0,7.0,26-35,Low
200.0,93.5,male,134082.0,Hyderabad,Rural,Graduate,Online,12.0,15.0,688.0,8.0,65+,High
201.0,45.0,Male,92981.0,Nagpur,Rural,Graduate,Offline,9.0,5.0,841.0,6.0,36-50,Medium
202.0,42.0,F,130719.0,Chennai,Urban,Non-Graduate,Online,6.0,8.0,872.0,9.0,36-50,High
203.0,56.0,Male,99817.0,Hyderabad,Urban,Non-Graduate,Online,4.0,4.0,726.0,1.0,51-65,Medium
204.0,50.0,male,92138.0,Chennai,Urban,Non-Graduate,Online,38.0,15.0,539.0,1.0,36-50,Medium
205.0,18.0,Female,85573.0,Indore,Rural,Non-Graduate,Online,17.0,5.0,538.0,2.0,,Medium
206.0,44.0,Female,128128.0,Ahmedabad,Rural,Non-Graduate,Offline,58.0,4.0,479.0,4.0,36-50,High
207.0,69.0,F,48869.0,Patna,Rural,Non-Graduate,Online,56.0,3.0,472.0,6.0,65+,Low
208.0,30.0,Male,122079.0,Bhopal,Rural,Non-Graduate,Online,10.0,6.0,322.0,9.0,26-35,High
209.0,58.0,female,51076.0,Bangalore,Rural,Non-Graduate,Online,40.0,9.0,432.0,5.0,51-65,Low
210.0,20.0,F,112166.0,Hyderabad,Rural,Graduate,Online,35.0,6.0,357.0,9.0,18-25,High
211.0,56.0,F,106005.0,Lucknow,Urban,Non-Graduate,Offline,47.0,7.0,467.0,5.0,51-65,Medium
212.0,23.0,F,117835.0,Jaipur,Rural,Graduate,Online,21.0,8.0,311.0,2.0,18-25,High
213.0,25.0,M,146283.0,Lucknow,Urban,Graduate,Online,53.0,1.0,649.0,9.0,18-25,High
214.0,44.0,Male,45094.0,Patna,Rural,Graduate,Offline,19.0,7.0,572.0,9.0,36-50,Low
215.0,26.0,Male,46817.0,Mumbai,Urban,Graduate,Online,27.0,8.0,570.0,7.0,26-35,Low
216.0,54.0,F,30555.0,Bhopal,Rural,Non-Graduate,Offline,11.0,7.0,470.0,4.0,51-65,Low
217.0,50.0,Female,90656.0,Indore,Urban,Non-Graduate,Online,6.0,1.0,366.0,5.0,36-50,Medium
218.0,68.0,F,148061.0,Pune,Urban,Non-Graduate,Online,59.0,2.0,811.0,1.0,65+,High
219.0,59.0,M,100214.0,Surat,Urban,Non-Graduate,Offline,41.0,4.0,758.0,6.0,51-65,Medium
220.0,61.0,male,141432.0,Surat,Urban,Non-Graduate,Offline,43.0,5.0,441.0,9.0,51-65,High
221.0,41.0,M,70193.0,Chennai,Urban,Non-Graduate,Offline,28.0,9.0,742.0,5.0,36-50,Medium
222.0,32.0,Female,24715.0,Chennai,Urban,Graduate,Offline,3.0,9.0,636.0,6.0,26-35,Low
223.0,43.0,F,54162.0,Chennai,Urban,Graduate,Online,41.0,15.0,334.0,9.0,36-50,Low
224.0,49.0,Male,121173.0,Surat,Rural,Graduate,Online,45.0,2.0,329.0,0.0,36-50,High
225.0,49.0,Female,117858.0,Unknown,Urban,Post-Graduate,Online,24.0,7.0,576.0,2.0,36-50,High
226.0,41.0,female,121980.0,Chennai,Rural,Non-Graduate,Offline,37.0,3.0,517.0,5.0,36-50,High
227.0,58.0,F,122025.0,Chennai,Urban,Post-Graduate,Online,13.0,8.0,593.0,3.0,51-65,High
228.0,69.0,Female,146652.0,Ahmedabad,Rural,Non-Graduate,Online,15.0,9.0,672.0,7.0,65+,High
229.0,66.0,Male,58458.0,Patna,Urban,Post-Graduate,Online,9.0,15.0,867.0,2.0,65+,Low
230.0,66.0,M,124122.0,Chennai,Urban,Non-Graduate,Offline,39.0,4.0,369.0,1.0,65+,High
231.0,69.0,male,118538.0,Jaipur,Rural,Non-Graduate,Online,35.0,2.0,623.0,5.0,65+,High
232.0,29.0,male,23140.0,Bhopal,Rural,Non-Graduate,Offline,58.0,5.0,765.0,7.0,26-35,Low
233.0,56.0,Female,94174.0,Lucknow,Urban,Post-Graduate,Offline,45.0,9.0,835.0,8.0,51-65,Medium
234.0,19.0,F,131201.0,Patna,Urban,Post-Graduate,Online,-10.0,15.0,838.0,6.0,18-25,High
235.0,20.0,M,142887.0,Chennai,Urban,Graduate,Online,18.0,2.0,773.0,3.0,18-25,High
236.0,66.0,Female,147437.0,Chennai,Urban,Non-Graduate,Online,43.0,2.0,632.0,5.0,65+,High
237.0,54.0,female,37383.0,Chennai,Urban,Graduate,Online,53.0,9.0,619.0,3.0,51-65,Low
238.0,66.0,female,37718.0,Surat,Urban,Non-Graduate,Online,3.0,6.0,612.0,3.0,65+,Low
